,label,feature1,feature2
3370,-1.0,0.32371875,-4.4525
3375,1.0,0.1970332,-1.14525
3378,1.0,0.11639648,-1.314625
3383,1.0,0.094730469,-0.640625
3392,1.0,0.20186328,-1.2709375
3395,1.0,0.13998437,-0.4235
3396,1.0,0.14380469,-0.87225
3400,1.0,0.1048457,-0.404
3406,1.0,0.10165625,-0.324625
3407,-1.0,0.22279883,-4.62925
3412,1.0,0.16305664,-0.8150625
3415,-1.0,0.28259961,-4.61725
3426,-1.0,0.21282422,-4.698
3431,1.0,0.077263672,-1.0995
3434,-1.0,0.29868555,-5.44775
3441,1.0,0.17305469,-1.5033125
3446,-1.0,0.31258008,-5.577875
3450,1.0,0.14126953,-0.5951875
3459,1.0,0.1357207,-0.4694375
3463,1.0,0.081716797,-0.5680625
3464,1.0,0.089660156,-0.3435
3494,-1.0,0.23544531,-5.3535
3503,-1.0,0.26776367,-4.0185625
3522,1.0,0.14004297,-0.4045
3537,-1.0,0.29039062,-4.55775
3551,1.0,0.11088867,-0.5460625
3555,1.0,0.18055859,-0.52275
3557,1.0,0.12200781,-0.4491875
3560,1.0,0.11741211,-0.589875
3561,1.0,0.11374805,-0.61875
3576,-1.0,0.31123828,-5.179625
3578,1.0,0.10909375,-1.11075
3584,1.0,0.11228125,-0.635
3587,-1.0,0.30776562,-5.9931875
3591,-1.0,0.15175,-2.97025
3598,-1.0,0.33039648,-5.4395
3599,1.0,0.15036328,-0.5105625
3605,1.0,0.15942383,-1.0588125
3606,-1.0,0.35174805,-4.259375
3610,1.0,0.075421875,-0.745375
3612,-1.0,0.28732031,-5.3385
3613,1.0,0.12333398,-0.8314375
3619,-1.0,0.2760918,-4.324
3621,-1.0,0.39990039,-5.5281875
3633,1.0,0.17619141,-1.071875
3637,1.0,0.11741602,-0.7308125
3638,-1.0,0.21464258,-4.6244375
3641,1.0,0.15626562,-1.477
3642,-1.0,0.24214063,-4.5038125
3644,1.0,0.12882031,-0.76225
3645,1.0,0.13519727,-0.3946875
3647,-1.0,0.43591602,-5.860375
3648,-1.0,0.29987109,-4.4885625
3649,1.0,0.13360547,-0.4934375
3652,-1.0,0.35918359,-5.1936875
3653,-1.0,0.30384375,-4.66825
3654,1.0,0.12141992,-0.1913125
3657,-1.0,0.37999023,-5.022125
3658,1.0,0.26012891,-0.84825
3659,1.0,0.21192969,-0.6360625
3660,1.0,0.18276953,-0.6291875
3661,-1.0,0.34343359,-4.500875
3662,-1.0,0.35570117,-4.8763125
3663,1.0,0.15686523,-1.1291875
3666,1.0,0.082171875,-0.5553125
3668,1.0,0.099912109,-0.2281875
3669,1.0,0.09196875,-0.3166875
3676,1.0,0.1179082,-0.281875
3682,1.0,0.10485156,-0.66725
3685,-1.0,0.18800781,-3.768125
3686,-1.0,0.23883594,-4.293125
3687,1.0,0.1204668,-0.5898125
3691,1.0,0.13850195,-0.655
3696,1.0,0.10866797,-0.5028125
3697,1.0,0.098341797,-0.499875
3701,1.0,0.10531641,-0.38825
3702,1.0,0.11030664,-0.315125
3703,-1.0,0.23888281,-5.203
3704,1.0,0.137,-0.6551875
3706,1.0,0.13151758,-0.8149375
3715,1.0,0.098625,-0.7690625
3717,-1.0,0.45997461,-6.2921875
3718,1.0,0.17666211,-0.451375
3719,1.0,0.21139453,-0.498375
3721,1.0,0.17188867,-0.9570625
3729,-1.0,0.32398437,-5.519
3730,1.0,0.12803125,-1.108625
3741,1.0,0.20137891,-0.74275
3746,1.0,0.10131836,-0.49875
3749,-1.0,0.24407227,-4.229
3754,1.0,0.12868945,-0.7908125
3765,-1.0,0.24999023,-4.23425
3766,1.0,0.1595,-0.8375
3770,1.0,0.10248828,-0.332125
3782,1.0,0.20068359,-0.5784375
3783,1.0,0.094980469,-0.3855
3793,-1.0,0.26863672,-3.92925
3797,-1.0,0.33615625,-4.82075
3798,-1.0,0.37671289,-4.9030625
3804,-1.0,0.35058203,-5.5184375
3807,-1.0,0.15662109,-3.363625
3831,-1.0,0.24387891,-4.462125
3836,-1.0,0.2542207,-4.6595
3841,1.0,0.14410742,-0.680875
3851,-1.0,0.23759961,-3.883125
3859,-1.0,0.15335352,-3.1814375
3864,-1.0,0.31617773,-5.575875
3865,-1.0,0.33393945,-5.0185
3869,1.0,0.18408398,-1.84125
3871,1.0,0.094044922,-0.4548125
3874,1.0,0.089603516,-0.2883125
3876,1.0,0.15856836,-0.29775
3886,1.0,0.12512305,-0.399
3891,1.0,0.12841406,-0.606875
3900,-1.0,0.27375977,-5.0396875
3903,1.0,0.10089258,-0.755375
3905,-1.0,0.45030664,-4.5109375
3907,1.0,0.19080664,-0.4435
3914,-1.0,0.29270508,-5.25575
3920,-1.0,0.32026367,-6.1031875
3923,-1.0,0.30499414,-5.6374375
3924,-1.0,0.31149023,-4.888
3926,1.0,0.16867969,-0.6488125
3930,1.0,0.082208984,-0.7716875
3940,-1.0,0.29332227,-5.5399375
3941,-1.0,0.30049023,-4.7780625
3946,-1.0,0.20055078,-4.0369375
3948,1.0,0.10423633,-0.6513125
3950,1.0,0.10682617,-0.819125
3952,1.0,0.12527344,-0.50725
3958,-1.0,0.18700195,-3.6405
3962,1.0,0.12323242,-0.380125
3966,-1.0,0.31383203,-5.590375
3972,-1.0,0.40238867,-4.4288125
3973,-1.0,0.33367383,-4.751375
3975,1.0,0.20983008,-0.48175
3979,1.0,0.23014453,-0.8570625
3983,1.0,0.16304102,-0.7679375
3987,1.0,0.13646875,-0.7035
3989,1.0,0.17312305,-0.571875
3995,1.0,0.20600586,-0.7874375
3997,1.0,0.19561914,-0.8390625
4001,1.0,0.12008008,-0.25775
4008,-1.0,0.3155957,-4.250125
4016,1.0,0.10151172,-0.2658125
4018,-1.0,0.2073418,-3.732875
4019,-1.0,0.29419531,-5.00075
4027,-1.0,0.2588418,-4.531875
4031,1.0,0.087685547,-0.4531875
4049,1.0,0.18242383,-0.55425
4056,-1.0,0.37291602,-5.604
4060,-1.0,0.15605664,-3.3848125
4075,1.0,0.090515625,-0.3639375
4080,1.0,0.1407793,-0.6819375
4083,-1.0,0.21972656,-4.0135
4086,-1.0,0.30444727,-5.1534375
4090,1.0,0.20376172,-0.978
4095,-1.0,0.39944727,-5.0774375
4103,1.0,0.13136719,-0.8565625
4109,-1.0,0.22061328,-3.57275
4111,-1.0,0.23155859,-4.342375
4114,-1.0,0.17587695,-3.6184375
4116,1.0,0.12408984,-0.189
4121,-1.0,0.39452734,-5.0855
4134,1.0,0.095197266,-0.3486875
4135,1.0,0.12140039,-1.143
4137,-1.0,0.2189375,-4.7980625
4138,-1.0,0.23667187,-4.167375
4151,1.0,0.094089844,-0.35575
4165,1.0,0.099154297,-0.773875
4174,-1.0,0.25246094,-4.52725
4175,-1.0,0.31454688,-4.9918125
4180,1.0,0.21675391,-1.0773125
4189,-1.0,0.36413867,-6.3994375
4193,1.0,0.14318945,-0.675125
4203,-1.0,0.22468359,-4.2766875
4204,-1.0,0.24639063,-4.836125
4206,1.0,0.11387891,-0.82475
4214,-1.0,0.10407031,-2.424125
4224,1.0,0.10687305,-0.574
4227,-1.0,0.31027734,-5.6106875
4231,1.0,0.14930469,-0.344
4246,1.0,0.10986133,-1.25375
4257,1.0,0.12254492,-0.5324375
4258,1.0,0.11367188,-0.2075625
4265,1.0,0.12725781,-0.9393125
4271,1.0,0.14340234,-0.4580625
4283,1.0,0.1196875,-0.91925
4284,1.0,0.13744531,-0.3645625
4288,1.0,0.19628125,-0.9126875
4292,1.0,0.12369336,-0.511125
4297,1.0,0.18658008,-1.3195
4300,1.0,0.21427539,-0.7265625
4310,-1.0,0.38444141,-4.484
4311,-1.0,0.37807812,-5.0475
4318,1.0,0.088017578,-0.839125
4319,-1.0,0.25825195,-4.7050625
4324,1.0,0.18004883,-0.660875
4333,1.0,0.0866875,-0.53075
4336,1.0,0.17012109,-0.9794375
4337,-1.0,0.29933594,-5.2721875
4338,-1.0,0.28783203,-5.12625
4341,-1.0,0.24499219,-4.573
4342,1.0,0.076007812,-0.794375
4347,1.0,0.11025195,-0.245875
4356,-1.0,0.43064648,-5.9849375
4365,-1.0,0.30909961,-4.58375
4366,1.0,0.21106641,-1.4304375
4372,-1.0,0.29062305,-5.0640625
4378,-1.0,0.3282168,-6.19075
4379,-1.0,0.39866602,-5.4680625
4400,1.0,0.12306641,-0.3733125
4404,1.0,0.23102539,-0.31325
4412,1.0,0.15599219,-0.976125
4418,-1.0,0.29203516,-4.9071875
4423,-1.0,0.21123633,-4.2875
4432,-1.0,0.24498437,-4.217875
4438,-1.0,0.45663086,-6.1100625
4446,-1.0,0.24031641,-4.144875
4455,1.0,0.18005273,-0.5976875
4465,1.0,0.23630273,-1.0464375
4467,1.0,0.20524219,-0.7213125
4470,-1.0,0.34943555,-4.5045
4474,1.0,0.14083008,-0.521
4481,-1.0,0.25045312,-5.030375
4485,1.0,0.10266602,-0.3030625
4493,1.0,0.12006641,-0.2590625
4500,-1.0,0.3662168,-5.5426875
4506,1.0,0.16295312,-0.648
4507,1.0,0.16965039,-0.768625
4514,-1.0,0.27758789,-5.3843125
4523,1.0,0.1772793,-0.761
4527,-1.0,0.2814668,-3.89525
4548,-1.0,0.24623047,-4.563
4549,-1.0,0.25221875,-5.3188125
4561,-1.0,0.1867168,-3.8624375
4569,1.0,0.10920508,-0.5159375
4574,-1.0,0.22005664,-4.01325
4592,-1.0,0.30969531,-4.8235625
4604,1.0,0.16279883,-1.3314375
4608,1.0,0.13242773,-0.5873125
4618,-1.0,0.25135156,-5.2499375
4623,1.0,0.10847266,-0.7294375
4624,-1.0,0.27326758,-5.4265
4625,-1.0,0.2585625,-5.0456875
4636,1.0,0.15972852,-0.6175625
4639,-1.0,0.30285937,-5.6975625
4641,1.0,0.10000977,-0.54025
4649,1.0,0.11242773,-0.6503125
4655,-1.0,0.21794531,-3.825375
4671,-1.0,0.30346094,-5.1415
4676,1.0,0.1687168,-1.07825
4685,1.0,0.14550586,-0.4994375
4688,-1.0,0.28564453,-4.8018125
4690,1.0,0.14422852,-0.453125
4708,1.0,0.099580078,-0.4653125
4712,1.0,0.13085352,-0.681625
4718,-1.0,0.30116211,-5.28175
4719,-1.0,0.38377344,-6.2124375
4722,-1.0,0.33831641,-5.011375
4726,-1.0,0.15964258,-4.055
4732,-1.0,0.21822266,-3.4904375
4737,1.0,0.094498047,-0.5005
4743,1.0,0.076214844,-0.8195
4745,1.0,0.17911133,-0.8889375
4768,-1.0,0.39941406,-5.231875
4769,-1.0,0.3675957,-5.8905625
4770,1.0,0.18062891,-0.5714375
4787,1.0,0.1101543,-0.4315625
4795,1.0,0.10205469,-0.46125
4797,1.0,0.088183594,-0.51125
4801,-1.0,0.21958594,-4.20025
4816,1.0,0.09271875,-0.50975
4817,1.0,0.13844922,-0.5644375
4827,-1.0,0.2936582,-4.881
4832,1.0,0.12203125,-0.36325
4837,1.0,0.18491797,-1.406
4844,-1.0,0.24779688,-4.3188125
4845,-1.0,0.28594531,-5.5890625
4852,1.0,0.15279492,-0.351375
4855,1.0,0.17974414,-0.6109375
4861,-1.0,0.39553906,-4.077875
4864,-1.0,0.32921094,-5.0735625
4865,-1.0,0.23776758,-4.4204375
4867,-1.0,0.23776758,-4.6514375
4870,1.0,0.12977539,-0.7744375
4872,-1.0,0.28563477,-5.0140625
4873,1.0,0.10953906,-0.2093125
4880,-1.0,0.18161914,-3.980125
4885,-1.0,0.34759375,-5.3243125
4902,1.0,0.28905469,-3.669375
4907,1.0,0.1299668,-0.6614375
4911,-1.0,0.21999219,-4.3706875
4915,-1.0,0.30235937,-4.5140625
4919,-1.0,0.369375,-4.5480625
4935,-1.0,0.25419531,-4.5434375
4937,1.0,0.12097266,-1.23825
4938,-1.0,0.2731875,-5.0144375
4939,-1.0,0.29423437,-5.510375
4946,1.0,0.16407031,-0.9909375
4947,1.0,0.19822656,-0.4559375
4951,1.0,0.11247852,-0.70775
4957,1.0,0.11146289,-0.525625
4974,1.0,0.1625918,-0.7711875
4980,-1.0,0.26322461,-5.4883125
4981,1.0,0.12621094,-0.2626875
4984,1.0,0.11013086,-0.2614375
4986,-1.0,0.28383789,-4.0355
4987,-1.0,0.35208008,-4.6825
4995,1.0,0.090832031,-0.413625
4999,1.0,0.15547266,-1.14625
5005,1.0,0.15591992,-0.8040625
5008,1.0,0.092617187,-0.48525
5009,1.0,0.10375,-0.3034375
5010,1.0,0.076640625,-0.559
5012,-1.0,0.30614453,-5.2485625
5013,-1.0,0.30364453,-5.5271875
5015,1.0,0.11448242,-0.395875
5017,1.0,0.14642578,-1.6275625
5023,-1.0,0.15937305,-3.3386875
5039,-1.0,0.16400781,-3.708375
5040,-1.0,0.14236523,-2.8335
5041,1.0,0.082849609,-0.51425
5042,1.0,0.097117188,-0.2763125
5043,1.0,0.088917969,-0.41075
5044,1.0,0.13744922,-0.5033125
5046,1.0,0.16908984,-1.0158125
5050,-1.0,0.30972266,-5.4668125
5063,-1.0,0.27334961,-5.794
5064,-1.0,0.22604883,-4.733125
5068,1.0,0.22366992,-1.713625
5070,1.0,0.17925391,-0.3043125
5075,1.0,0.16488281,-0.8014375
5076,1.0,0.16041602,-1.4425625
5079,-1.0,0.26363281,-4.3346875
5083,1.0,0.15711523,-0.3749375
5098,1.0,0.1085,-1.054
5100,-1.0,0.34606445,-6.244125
5101,-1.0,0.27218164,-4.5251875
5105,-1.0,0.22181641,-4.1625625
5109,1.0,0.096857422,-0.671
5119,1.0,0.16453125,-1.2055625
5121,1.0,0.22076563,-0.85375
5124,-1.0,0.21443945,-4.1285625
5125,1.0,0.13367773,-0.4679375
5128,1.0,0.16836328,-0.9831875
5134,1.0,0.1366582,-0.8914375
5136,1.0,0.11336719,-0.547625
5142,1.0,0.11625781,-1.134125
5160,-1.0,0.2355957,-4.287875
5161,-1.0,0.31257617,-5.3324375
5167,1.0,0.20705664,-0.99
5178,1.0,0.23139062,-0.6240625
5180,-1.0,0.44727148,-5.6630625
5184,1.0,0.11569922,-0.3685625
5188,-1.0,0.26904297,-4.7441875
5198,1.0,0.13254688,-0.71225
5202,-1.0,0.36598828,-5.2701875
5205,-1.0,0.31229102,-6.0148125
5206,-1.0,0.44730469,-5.969375
5210,-1.0,0.16499609,-2.9005
5211,-1.0,0.17932031,-2.390125
5213,1.0,0.082671875,-0.6861875
5216,1.0,0.18921875,-0.769625
5221,-1.0,0.41330273,-6.1581875
5222,-1.0,0.19066406,-3.7959375
5223,-1.0,0.22706055,-4.6515625
5224,1.0,0.11476953,-0.8813125
5230,1.0,0.25085156,-0.6616875
5234,-1.0,0.25650781,-4.108625
5236,-1.0,0.37120117,-5.6313125
5237,1.0,0.086097656,-1.1035
5256,-1.0,0.27845508,-4.615
5257,-1.0,0.32357617,-5.043375
5272,1.0,0.11790625,-0.303625
5276,1.0,0.16215625,-0.8524375
5278,1.0,0.14965625,-0.3728125
5284,1.0,0.12167188,-0.3645
5291,1.0,0.25786328,-0.944125
5301,1.0,0.10613281,-0.24175
5305,-1.0,0.21193945,-3.8865
5309,-1.0,0.20489258,-4.5708125
5315,1.0,0.11179687,-0.3708125
5323,-1.0,0.37115234,-5.0883125
5324,1.0,0.19703125,-1.2106875
5327,1.0,0.11030664,-0.3095625
5330,1.0,0.094185547,-0.5078125
5334,-1.0,0.37664063,-5.6056875
5338,1.0,0.17282813,-0.844375
5345,-1.0,0.28219141,-4.966625
5347,1.0,0.14059961,-0.430375
5348,1.0,0.13075781,-0.4119375
5352,1.0,0.18823633,-0.584125
5357,1.0,0.17061719,-0.85125
5358,1.0,0.17968555,-0.65175
5362,1.0,0.19653906,-0.4888125
5367,1.0,0.12494922,-0.4011875
5368,1.0,0.11653906,-0.91975
5373,-1.0,0.25155859,-4.918375
5375,-1.0,0.25415625,-5.34975
5380,-1.0,0.3091875,-5.107
5383,1.0,0.12818555,-1.0766875
5391,-1.0,0.18000586,-2.755125
5398,1.0,0.16345508,-1.4323125
5399,1.0,0.15147266,-0.878625
5405,1.0,0.16926563,-0.444
5406,-1.0,0.36560547,-5.119625
5411,-1.0,0.38048438,-5.484625
5417,1.0,0.15340039,-0.8690625
5422,1.0,0.1204043,-0.27
5430,-1.0,0.31440039,-5.4684375
5431,-1.0,0.29119141,-3.1743125
5434,1.0,0.18852539,-0.7250625
5439,1.0,0.14018359,-0.7805
5441,1.0,0.11500781,-0.2405625
5443,-1.0,0.31914844,-4.2864375
5445,1.0,0.1582207,-0.76625
5453,1.0,0.12050781,-0.4821875
5458,1.0,0.18616406,-0.32975
5459,1.0,0.17527344,-0.6795
5461,1.0,0.10791797,-0.749875
5463,1.0,0.099896484,-0.499875
5467,1.0,0.17454492,-1.0478125
5472,1.0,0.14049023,-0.4394375
5479,1.0,0.11278516,-1.221
5482,1.0,0.10293945,-0.3921875
5483,1.0,0.091978516,-0.4714375
5484,1.0,0.12050391,-0.5638125
5486,1.0,0.10688477,-0.239125
5488,1.0,0.24219531,-1.26275
5491,1.0,0.24021875,-0.7291875
5493,1.0,0.098892578,-0.6958125
5496,1.0,0.11540039,-0.835625
5498,1.0,0.1463125,-0.5529375
5502,1.0,0.094371094,-0.669875
5503,1.0,0.10129297,-0.3945
5507,1.0,0.12153516,-0.538125
5512,1.0,0.166,-1.25175
5517,1.0,0.1389707,-0.4585625
5521,1.0,0.12325977,-0.4654375
5524,1.0,0.13203906,-0.3524375
5526,1.0,0.10169141,-0.2866875
5531,1.0,0.096521484,-0.7900625
5535,1.0,0.10144727,-0.3619375
5536,1.0,0.074298828,-1.0331875
5541,1.0,0.19226758,-0.54525
5549,1.0,0.12051562,-0.6193125
5552,1.0,0.15201953,-0.5875625
5554,1.0,0.14479102,-0.7799375
5557,1.0,0.13817773,-0.51925
5559,1.0,0.11148242,-0.46475
5562,1.0,0.12692578,-0.5176875
5564,1.0,0.1220293,-0.50725
5567,1.0,0.12993359,-0.263125
5569,1.0,0.073650391,-1.0048125
5572,1.0,0.097087891,-0.6216875
5575,1.0,0.089023438,-0.5033125
5592,-1.0,0.27748437,-4.232625
5597,-1.0,0.22673242,-4.5121875
5602,-1.0,0.13432812,-2.488
5608,1.0,0.207125,-0.7299375
5614,1.0,0.13973242,-0.7441875
5618,1.0,0.17530078,-0.9114375
5623,1.0,0.11089844,-0.2035625
5654,1.0,0.21480469,-0.8688125
5659,1.0,0.13499609,-0.7698125
5663,1.0,0.1322207,-0.179
5665,1.0,0.11324219,-0.802375
5668,1.0,0.16694141,-0.9258125
5680,-1.0,0.29301563,-5.014
5685,1.0,0.12264258,-1.255875
5697,1.0,0.11850391,-0.650625
5699,-1.0,0.34613867,-4.878
5701,1.0,0.11933008,-1.317
5704,-1.0,0.30482617,-3.0379375
5708,-1.0,0.32592383,-4.158
5719,-1.0,0.27324805,-4.7464375
5726,-1.0,0.26039062,-4.573875
5728,-1.0,0.23752344,-3.9145
5731,1.0,0.15450781,-0.4694375
5742,1.0,0.1560293,-0.5514375
5747,1.0,0.30291602,-0.991625
5748,1.0,0.31554102,-1.5011875
5752,-1.0,0.286375,-4.498375
5754,-1.0,0.17342969,-3.4353125
5762,1.0,0.16424414,-1.067375
5763,1.0,0.14164258,-1.2774375
5766,1.0,0.13012695,-0.6781875
5769,1.0,0.094574219,-0.393375
5770,1.0,0.10383789,-1.3301875
5772,1.0,0.097498047,-1.346875
5773,1.0,0.10355469,-1.358375
5788,-1.0,0.26600391,-5.95225
5793,-1.0,0.20650391,-3.9256875
5797,1.0,0.10168555,-0.2433125
5811,1.0,0.10214453,-0.3369375
5812,1.0,0.096841797,-0.3508125
5816,1.0,0.12479883,-0.6433125
5827,1.0,0.1972168,-0.7253125
5829,-1.0,0.40545312,-6.2274375
5832,1.0,0.16160156,-0.482125
5834,-1.0,0.32581836,-5.1521875
5844,1.0,0.13950586,-0.9530625
5848,1.0,0.25748828,-0.9090625
5850,1.0,0.21317188,-0.3318125
5854,1.0,0.14039258,-0.50475
5861,-1.0,0.23612891,-4.33225
5867,-1.0,0.45595703,-5.719625
5868,1.0,0.15374805,-1.035875
5869,-1.0,0.330375,-4.9874375
5871,-1.0,0.40119336,-7.3266875
5875,-1.0,0.20789063,-3.1371875
5880,1.0,0.2164375,-0.5284375
5881,1.0,0.18120703,-0.5469375
5884,1.0,0.15630078,-1.555375
5888,-1.0,0.19514063,-3.7558125
5893,-1.0,0.21905469,-3.8708125
5898,-1.0,0.41617578,-5.48325
5903,1.0,0.16394531,-1.220625
5907,1.0,0.13239258,-0.7931875
5912,1.0,0.20820312,-0.5004375
5915,1.0,0.16663672,-1.2071875
5917,1.0,0.19907422,-0.9955
5922,-1.0,0.30120898,-4.5260625
5925,-1.0,0.35631055,-5.519
5930,-1.0,0.30795703,-6.1831875
5932,-1.0,0.27466602,-6.4654375
5935,-1.0,0.32593555,-5.2068125
5938,1.0,0.2432207,-0.8563125
5942,1.0,0.10604102,-0.3180625
5943,1.0,0.099923828,-0.4315
5946,1.0,0.11803906,-0.4515625
5948,-1.0,0.23947656,-3.9203125
5951,1.0,0.11346094,-0.9969375
5952,1.0,0.13479492,-1.7898125
5953,1.0,0.087550781,-0.7065
5959,-1.0,0.35628711,-6.539625
5961,1.0,0.18500391,-0.453625
5964,-1.0,0.24758594,-5.0631875
5969,-1.0,0.1999375,-3.966625
5971,-1.0,0.21671484,-4.16775
5974,-1.0,0.50546875,-2.978125
5977,-1.0,0.34544336,-5.7846875
5978,-1.0,0.34107617,-5.24025
5979,1.0,0.16987305,-0.8109375
5982,-1.0,0.2635918,-5.0038125
5983,-1.0,0.26429297,-4.2974375
5987,-1.0,0.34817773,-5.007625
5994,-1.0,0.15477344,-3.1905625
5995,-1.0,0.20798828,-4.5903125
5998,-1.0,0.2029707,-4.5528125
5999,-1.0,0.16221484,-3.8394375
6000,-1.0,0.16737891,-4.012875
6001,-1.0,0.26544531,-4.9369375
6002,-1.0,0.22532617,-3.8934375
6004,1.0,0.18665039,-1.145625
6005,-1.0,0.27839258,-5.0685
6006,-1.0,0.39371289,-5.3565
6007,-1.0,0.4003418,-4.8186875
6009,1.0,0.21882617,-0.8991875
6011,1.0,0.18990234,-1.227375
6020,1.0,0.13131055,-0.839625
6029,1.0,0.12651562,-0.575875
6034,1.0,0.1740918,-0.6516875
6049,1.0,0.15716602,-1.198625
6051,1.0,0.13534766,-0.5673125
6053,-1.0,0.40289063,-5.0608125
6058,-1.0,0.18193164,-4.0205
6077,1.0,0.15392969,-0.8336875
6086,-1.0,0.29921875,-5.0480625
6108,1.0,0.17749023,-1.3291875
6110,1.0,0.19226758,-0.76975
6115,1.0,0.12094922,-0.8600625
6130,1.0,0.17516211,-0.640875
6134,1.0,0.099724609,-0.323875
6139,1.0,0.13491797,-0.6651875
6140,1.0,0.15436523,-0.9586875
6144,1.0,0.12639453,-1.29225
6149,1.0,0.20559375,-0.657125
6150,1.0,0.20822461,-0.7538125
6157,-1.0,0.24937305,-5.06975
6158,-1.0,0.21367187,-5.067625
6159,1.0,0.11064453,-0.701125
6161,-1.0,0.3006875,-3.8331875
6165,-1.0,0.31645703,-4.6393125
6167,1.0,0.2133125,-0.990375
6172,-1.0,0.21133984,-4.653
6177,-1.0,0.26028125,-5.3745
6180,-1.0,0.36280859,-5.7243125
6193,-1.0,0.29311328,-4.3414375
6201,-1.0,0.22214258,-4.20075
6208,1.0,0.11556836,-0.6775625
6214,1.0,0.11764258,-0.402625
6220,1.0,0.1232832,-0.8015625
6226,-1.0,0.27653711,-4.9450625
6228,-1.0,0.27436328,-4.999875
6230,1.0,0.18051758,-0.4456875
6232,1.0,0.13882031,-0.411375
6233,1.0,0.095435547,-0.3585
6238,1.0,0.17983594,-1.146625
6239,1.0,0.10081836,-0.3579375
6241,-1.0,0.21148828,-4.67825
6243,-1.0,0.25700195,-5.4485
6266,1.0,0.19230078,-1.6540625
6270,1.0,0.15078711,-0.7690625
6271,-1.0,0.31710937,-4.3620625
6276,1.0,0.10748437,-0.9036875
6279,-1.0,0.2314668,-4.4350625
6281,1.0,0.14973047,-0.452375
6286,1.0,0.27030078,-1.6701875
6289,-1.0,0.22239453,-4.231375
6295,1.0,0.13665039,-0.72075
6296,-1.0,0.23898828,-4.7155
6297,-1.0,0.36478711,-5.8079375
6302,-1.0,0.29875586,-5.5695
6307,-1.0,0.41792383,-5.6728125
6324,-1.0,0.28633789,-6.1458125
6327,-1.0,0.18764453,-4.048125
6330,-1.0,0.25813086,-3.672125
6333,1.0,0.1055293,-0.610375
6338,-1.0,0.31997461,-4.7644375
6340,1.0,0.12122656,-1.3519375
6347,1.0,0.10492383,-0.9184375
6351,1.0,0.1434043,-0.8819375
6353,-1.0,0.31799219,-3.949
6354,1.0,0.13449609,-0.8108125
6362,1.0,0.080568359,-0.575125
6366,1.0,0.092001953,-0.715875
6368,1.0,0.13867969,-0.859
6370,1.0,0.18249023,-1.704875
6371,1.0,0.14428711,-0.579375
6372,-1.0,0.24804883,-4.5755625
6375,1.0,0.1407832,-1.13525
6376,1.0,0.1527168,-1.0211875
6377,-1.0,0.22599805,-4.295625
6380,-1.0,0.26445117,-6.1681875
6383,-1.0,0.2009082,-3.641875
6387,1.0,0.1173418,-0.5135
6399,1.0,0.12603711,-0.642625
6400,1.0,0.10416406,-1.4846875
6403,1.0,0.14710938,-0.22725
6410,1.0,0.12719922,-0.9071875
6413,-1.0,0.1526582,-3.2295625
6419,1.0,0.19366406,-0.4765
6420,1.0,0.16120703,-0.412125
6421,1.0,0.14616992,-0.3716875
6423,-1.0,0.28,-4.6884375
6427,1.0,0.12774414,-1.2005625
6431,1.0,0.20523242,-0.36
6436,1.0,0.16234766,-0.581
6440,1.0,0.16658789,-0.4264375
6445,1.0,0.11253125,-0.847
6446,1.0,0.11959766,-0.6028125
6447,-1.0,0.28729883,-5.168375
6450,1.0,0.20046875,-2.5005
6451,-1.0,0.24790039,-4.9433125
6454,1.0,0.17189844,-0.5083125
6476,1.0,0.13027148,-1.22175
6481,1.0,0.090445312,-1.3025
6484,1.0,0.23038086,-0.734625
6489,1.0,0.24347461,-0.5854375
6490,1.0,0.2222168,-0.8699375
6494,1.0,0.15344531,-0.9359375
6496,-1.0,0.24075195,-4.7785625
6497,-1.0,0.33158594,-4.5533125
6502,-1.0,0.25719141,-3.743625
6508,1.0,0.12721289,-1.0301875
6513,1.0,0.14048633,-0.548125
6519,1.0,0.14204102,-0.9299375
6525,-1.0,0.21408984,-4.0924375
6533,-1.0,0.3429043,-4.523625
6540,-1.0,0.40263672,-5.2531875
6541,-1.0,0.20539453,-4.3329375
6547,-1.0,0.33398242,-4.921625
6549,1.0,0.14331055,-0.5680625
6556,-1.0,0.31304102,-5.107625
6562,-1.0,0.27183984,-5.1100625
6573,1.0,0.1275957,-0.4744375
6576,1.0,0.114125,-0.3439375
6580,1.0,0.1231543,-0.2958125
6581,1.0,0.12404102,-1.078
6586,1.0,0.27432812,-1.215
6591,1.0,0.094205078,-0.4821875
6596,1.0,0.13792578,-0.669875
6601,1.0,0.17559766,-1.279625
6606,1.0,0.15954297,-0.5095625
6607,1.0,0.16238672,-0.7190625
6609,-1.0,0.31008008,-5.411625
6610,-1.0,0.36270117,-5.643375
6616,-1.0,0.26446094,-4.773
6618,-1.0,0.2559707,-4.602625
6621,1.0,0.099089844,-0.5843125
6626,-1.0,0.38399023,-4.735
6631,-1.0,0.31316406,-5.430125
6633,-1.0,0.31185352,-4.9824375
6644,-1.0,0.31124219,-6.1073125
6651,1.0,0.13301367,-0.365
6652,1.0,0.14988672,-0.6948125
6656,1.0,0.12496484,-0.490625
6661,-1.0,0.293625,-4.611625
6673,1.0,0.17290039,-0.6088125
6675,-1.0,0.3272793,-5.0328125
6676,1.0,0.17580078,-1.0739375
6685,-1.0,0.30435937,-6.94625
6688,-1.0,0.28625391,-5.183375
6692,1.0,0.18552734,-0.451625
